"","soc_id.strat","xd_id.x","soc_id.canto","pref_name_for_society.x","Glottocode","SocialFactors_V33_code","line_23","line_4","line_22","Society_latitude","Society_longitude","line23_col","stratification_col","line4_col","line22_col"
"874",NA,NA,30088,NA,"dagh1238",NA,8192,8192,8,40.98,46.47,"#C52B2F",NA,"#C52B2F","#C52B2F"
"NA.11",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"876",NA,NA,30090,NA,"roma1327",NA,1024,1024,2,45.76,22.92,"#5E9AC4",NA,"#5E9AC4","#88C1CA"
"877",NA,NA,30095,NA,"taga1273",NA,128,8192,2,4.43,116.18,"#88C1CA",NA,"#C52B2F","#88C1CA"
"878",NA,NA,30097,NA,NA,NA,128,16,2,NA,NA,"#88C1CA",NA,"#F6C3C3","#88C1CA"
"879",NA,NA,30098,NA,"kala1377",NA,8192,8192,64,-9.92,144.05,"#C52B2F",NA,"#C52B2F","#F1635B"
"880","Eg2","xd678",30099,"Tamil","tami1289","5",16,16,2,10.52,78.83,"#F6C3C3","#C52B2F","#F6C3C3","#88C1CA"
"881",NA,NA,30100,NA,"",NA,1024,128,2,52.09,1.31,"#5E9AC4",NA,"#88C1CA","#88C1CA"
"882",NA,NA,30101,NA,"suss1239",NA,8192,8192,1024,50.89,-0.21,"#C52B2F",NA,"#C52B2F","#5E9AC4"
"883",NA,NA,30103,NA,"shan1277",NA,128,16,2,20.79,93.97,"#88C1CA",NA,"#F6C3C3","#88C1CA"
"884",NA,NA,30104,NA,"cent2138",NA,8192,2,2,38.91,-123.66,"#C52B2F",NA,"#F1635B","#88C1CA"
"885",NA,NA,30105,NA,"uppe1400",NA,8192,128,2,51.33,12.38,"#C52B2F",NA,"#88C1CA","#88C1CA"
"886",NA,NA,30106,NA,"ladi1250",NA,8192,8192,256,46.37,11.66,"#C52B2F",NA,"#C52B2F","#F6C3C3"
"887","Ch1","xd546",30112,"Serbs","serb1264","4",8192,8192,8,44.32,21.92,"#C52B2F","#F1635B","#C52B2F","#C52B2F"
"888",NA,NA,30134,NA,"poko1263",NA,8192,128,64,1.57,35.23,"#C52B2F",NA,"#88C1CA","#F1635B"
"889",NA,NA,30136,NA,"west2919",NA,1024,2,2,40.03,-75.17,"#5E9AC4",NA,"#F1635B","#88C1CA"
"890",NA,NA,30163,NA,"ewee1241",NA,8192,128,2,6.46,0.81,"#C52B2F",NA,"#88C1CA","#88C1CA"
"891",NA,NA,30167,NA,"twii1234",NA,8192,8192,1024,6.35,-1.33,"#C52B2F",NA,"#C52B2F","#5E9AC4"
"892","Ad4","xd109",30174,"Kikuyu","kiku1240","2",8192,128,2,-0.29,36.72,"#C52B2F","#88C1CA","#88C1CA","#88C1CA"
"893","Ad22","xd90",30175,"Sukuma","suku1261","4",8192,128,2,-3.16,32.88,"#C52B2F","#F1635B","#88C1CA","#88C1CA"
"894","Ii10","xd877",30176,"Rennell Islanders","renn1242","3",8192,8192,256,-11.31,159.79,"#C52B2F","#F6C3C3","#C52B2F","#F6C3C3"
"895",NA,NA,30177,NA,"magi1241",NA,128,1024,2,16.32,121.29,"#88C1CA",NA,"#5E9AC4","#88C1CA"
"896",NA,NA,30178,NA,"kank1243",NA,128,128,2,16.85,120.69,"#88C1CA",NA,"#88C1CA","#88C1CA"
"897",NA,NA,30180,NA,"kava1241",NA,8192,128,2,24.69,121.64,"#C52B2F",NA,"#88C1CA","#88C1CA"
"898",NA,NA,30181,NA,"sais1237",NA,1024,128,2,24.61,121.07,"#5E9AC4",NA,"#88C1CA","#88C1CA"
"899",NA,NA,30182,NA,"taro1264",NA,8192,128,2,24.52,121.39,"#C52B2F",NA,"#88C1CA","#88C1CA"
"900",NA,NA,30183,NA,"nort2899",NA,128,1024,2,23.69,120.96,"#88C1CA",NA,"#5E9AC4","#88C1CA"
"901",NA,NA,30184,NA,"thao1240",NA,8192,128,2,23.83,120.93,"#C52B2F",NA,"#88C1CA","#88C1CA"
"902",NA,NA,30185,NA,"tsou1248",NA,8192,8192,2,23.22,120.79,"#C52B2F",NA,"#C52B2F","#88C1CA"
"903","Ia14","xd737",30186,"Tao","yami1254","1",8192,1024,2,22.05,121.54,"#C52B2F","#5E9AC4","#5E9AC4","#88C1CA"
"904",NA,NA,30187,NA,"fang1247",NA,8192,8192,1024,1.72,11.61,"#C52B2F",NA,"#C52B2F","#5E9AC4"
"905",NA,NA,30191,NA,"ngad1261",NA,8192,8192,256,-8.66,121.41,"#C52B2F",NA,"#C52B2F","#F6C3C3"
"906","Ic1","xd759",30192,"Macassarese","maka1311","4",1024,1024,2,-4.33,120.25,"#5E9AC4","#F1635B","#5E9AC4","#88C1CA"
"907","Ae50","xd172",30193,"Bamum","bamu1253","4",8192,8192,8192,5.49,10.85,"#C52B2F","#F1635B","#C52B2F",NA
"NA.12",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"909",NA,NA,50244,NA,"scot1245",NA,8192,16,2,56.76,-5.24,"#C52B2F",NA,"#F6C3C3","#88C1CA"
"910","Cg3","xd543",50245,"Irish","iris1253","4",1024,2,2,53.09,-9.65,"#5E9AC4","#F1635B","#F1635B","#88C1CA"
"911","Cg3","xd543",50246,"Irish","iris1253","4",1024,16,2,51.89,-8.48,"#5E9AC4","#F1635B","#F6C3C3","#88C1CA"
"912","Cg3","xd543",50247,"Irish","iris1253","4",128,16,2,54.65,-8.11,"#88C1CA","#F1635B","#F6C3C3","#88C1CA"
"913","Cg3","xd543",50248,"Irish","iris1253","4",1024,16,2,53.99,-8.06,"#5E9AC4","#F1635B","#F6C3C3","#88C1CA"
"914","Cg3","xd543",50249,"Irish","iris1253","4",16,16,2,53.27,-9.05,"#F6C3C3","#F1635B","#F6C3C3","#88C1CA"
"915",NA,NA,50250,NA,"iris1255",NA,1024,16,2,53.34,-6.26,"#5E9AC4",NA,"#F6C3C3","#88C1CA"
"916",NA,NA,50251,NA,"roma1241",NA,2,16,2,45.53,20.21,"#F1635B",NA,"#F6C3C3","#88C1CA"
"917","Ch1","xd546",50252,"Serbs","serb1264","4",128,128,2,43.56,22.13,"#88C1CA","#F1635B","#88C1CA","#88C1CA"
"918",NA,NA,50254,NA,"pala1330",NA,8192,128,2,50.11,7.31,"#C52B2F",NA,"#88C1CA","#88C1CA"
"919",NA,NA,50255,NA,"loth1238",NA,8192,16,2,48.87,6.21,"#C52B2F",NA,"#F6C3C3","#88C1CA"
"920","Ch8","xd572",50256,"Magyar","hung1274","4",8192,16,2,46.47,18.55,"#C52B2F","#F1635B","#F6C3C3","#88C1CA"
"921",NA,NA,50257,NA,"west2357",NA,8192,16,2,52.63,9.84,"#C52B2F",NA,"#F6C3C3","#88C1CA"
"922",NA,NA,50258,NA,"stan1295",NA,1024,16,2,48.71,22.71,"#5E9AC4",NA,"#F6C3C3","#88C1CA"
"923",NA,NA,50259,NA,"slov1268",NA,1024,16,2,44.84,20.37,"#5E9AC4",NA,"#F6C3C3","#88C1CA"
"924",NA,NA,50260,NA,"high1287",NA,128,16,2,51.08,32.14,"#88C1CA",NA,"#F6C3C3","#88C1CA"
"925",NA,NA,50261,NA,"plau1238",NA,8192,8192,256,43.49,-80.54,"#C52B2F",NA,"#C52B2F","#F6C3C3"
"926",NA,NA,50262,NA,"kash1274",NA,8192,16,2,54.35,18.64,"#C52B2F",NA,"#F6C3C3","#88C1CA"
"927",NA,NA,50263,NA,"baye1239",NA,8192,8192,256,54.21,9.69,"#C52B2F",NA,"#C52B2F","#F6C3C3"
"928","Ch11","xd548",50265,"Russians","russ1263","4",1024,16,2,47.22,39.64,"#5E9AC4","#F1635B","#F6C3C3","#88C1CA"
"929","Ch11","xd548",50266,"Russians","russ1263","4",8192,8192,1024,53.21,50.21,"#C52B2F","#F1635B","#C52B2F","#5E9AC4"
"930","Ch11","xd548",50268,"Russians","russ1263","4",8192,16,2,56.15,40.59,"#C52B2F","#F1635B","#F6C3C3","#88C1CA"
"931",NA,NA,50269,NA,"west2404",NA,1024,8192,8192,53.51,45.62,"#5E9AC4",NA,"#C52B2F",NA
"932",NA,NA,50272,NA,"komi1267",NA,1024,16,2,63.86,54.83,"#5E9AC4",NA,"#F6C3C3","#88C1CA"
"933","Ch11","xd548",50273,"Russians","russ1263","4",8192,16,2,59.21,39.91,"#C52B2F","#F1635B","#F6C3C3","#88C1CA"
"934",NA,NA,50274,NA,"komi1269",NA,8192,8192,8192,58.02,56.26,"#C52B2F",NA,"#C52B2F",NA
"935",NA,NA,50277,NA,"cycl1238",NA,128,16,2,37.07,25.52,"#88C1CA",NA,"#F6C3C3","#88C1CA"
"936",NA,NA,50278,NA,"ladi1251",NA,1024,16,2,40.71,-74.01,"#5E9AC4",NA,"#F6C3C3","#88C1CA"
"937",NA,NA,50279,NA,"guru1261",NA,128,128,2,27.67,85.63,"#88C1CA",NA,"#88C1CA","#88C1CA"
"938",NA,NA,62297,NA,"kare1335",NA,8192,16,2,65.17,30.87,"#C52B2F",NA,"#F6C3C3","#88C1CA"
"939",NA,NA,62298,NA,"tuar1240",NA,8192,16,2,28.98,-10.05,"#C52B2F",NA,"#F6C3C3","#88C1CA"
"940",NA,NA,62299,NA,"sumb1243",NA,128,128,2,-9.88,120.23,"#88C1CA",NA,"#88C1CA","#88C1CA"
"941","Na25","xd1041",62300,"Kalaallit (West Greenland)","kala1399","1",1024,16,2,69.38,-52.86,"#5E9AC4","#5E9AC4","#F6C3C3","#88C1CA"
"942",NA,NA,62301,NA,"cusc1235",NA,8192,16,2,-14.41,-71.98,"#C52B2F",NA,"#F6C3C3","#88C1CA"
"943",NA,NA,62302,NA,"uzbe1247",NA,128,16,2,35.91,64.77,"#88C1CA",NA,"#F6C3C3","#88C1CA"
"NA.13",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"945",NA,NA,62305,NA,"suzh1234",NA,16,16,2,31.34,114.71,"#F6C3C3",NA,"#F6C3C3","#88C1CA"
"946",NA,NA,62306,NA,"chen1267",NA,128,16,2,30.61,104.06,"#88C1CA",NA,"#F6C3C3","#88C1CA"
"947",NA,NA,62307,NA,"huab1238",NA,128,16,2,37.87,112.56,"#88C1CA",NA,"#F6C3C3","#88C1CA"
"NA.14",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"949",NA,NA,62309,NA,"wuha1234",NA,128,16,2,30.65,104.07,"#88C1CA",NA,"#F6C3C3","#88C1CA"
"950",NA,NA,62310,NA,"lahu1253",NA,16,128,2,22.53,99.93,"#F6C3C3",NA,"#88C1CA","#88C1CA"
"951",NA,NA,62311,NA,"hmon1337",NA,128,16,2,26.83,106.83,"#88C1CA",NA,"#F6C3C3","#88C1CA"
"952",NA,NA,62312,NA,"aeol1234",NA,16,8192,8,39.72,21.63,"#F6C3C3",NA,"#C52B2F","#C52B2F"
"953",NA,NA,62314,NA,"sout3277",NA,1024,16,2,41.61,21.79,"#5E9AC4",NA,"#F6C3C3","#88C1CA"
"954",NA,NA,62315,NA,"beij1234",NA,128,16,2,39.91,116.41,"#88C1CA",NA,"#F6C3C3","#88C1CA"
"955",NA,NA,62405,NA,"okay1237",NA,2,16,2,34.7,133.92,"#F1635B",NA,"#F6C3C3","#88C1CA"
"956",NA,NA,62406,NA,"yama1262",NA,2,16,2,38.93,139.87,"#F1635B",NA,"#F6C3C3","#88C1CA"
"957",NA,NA,62407,NA,"kyus1238",NA,1024,16,2,32.82,130.76,"#5E9AC4",NA,"#F6C3C3","#88C1CA"
"958",NA,NA,62410,NA,"east2279",NA,16,16,2,37.5,15.08,"#F6C3C3",NA,"#F6C3C3","#88C1CA"
"959",NA,NA,62411,NA,"napo1241",NA,8192,128,2,40.55,14.25,"#C52B2F",NA,"#88C1CA","#88C1CA"
"960",NA,NA,62412,NA,"napo1241",NA,16,2,2,40.63,14.49,"#F6C3C3",NA,"#F1635B","#88C1CA"
"961",NA,NA,62415,NA,"anda1279",NA,2,16,2,37.19,-3.6,"#F1635B",NA,"#F6C3C3","#88C1CA"
"962",NA,NA,62416,NA,"anda1279",NA,16,16,2,37.38,-5.97,"#F6C3C3",NA,"#F6C3C3","#88C1CA"
"963",NA,NA,62423,NA,"sout3302",NA,128,16,2,32.59,-88.19,"#88C1CA",NA,"#F6C3C3","#88C1CA"
"964",NA,NA,62424,NA,"gull1241",NA,1024,8192,2,31.22,-81.39,"#5E9AC4",NA,"#C52B2F","#88C1CA"
"965",NA,NA,62425,NA,"midl1243",NA,8192,16,2,36.65,-93.22,"#C52B2F",NA,"#F6C3C3","#88C1CA"
"966",NA,NA,62426,NA,"sout3300",NA,8192,8192,1024,36.95,-76.37,"#C52B2F",NA,"#C52B2F","#5E9AC4"
"967",NA,NA,62427,NA,"texa1234",NA,1024,16,2,32.76,-96.79,"#5E9AC4",NA,"#F6C3C3","#88C1CA"
"968",NA,NA,62436,NA,"sout3300",NA,128,1024,2,32.45,-81.78,"#88C1CA",NA,"#5E9AC4","#88C1CA"
"969",NA,NA,62437,NA,"sout3300",NA,8192,16,2,36.49,-79.77,"#C52B2F",NA,"#F6C3C3","#88C1CA"
"970",NA,NA,62438,NA,"texa1234",NA,1024,8192,64,30.08,-94.13,"#5E9AC4",NA,"#C52B2F","#F1635B"
"971",NA,NA,62442,NA,"sout3300",NA,8192,8192,256,36.22,-86.78,"#C52B2F",NA,"#C52B2F","#F6C3C3"
"972",NA,NA,62444,NA,"sout3302",NA,8192,16,2,32.53,-93.75,"#C52B2F",NA,"#F6C3C3","#88C1CA"
"973",NA,NA,62446,NA,"sout3302",NA,8192,16,2,35.43,-96.3,"#C52B2F",NA,"#F6C3C3","#88C1CA"
"974",NA,NA,62456,NA,"",NA,8192,8192,1024,2.7,-76.83,"#C52B2F",NA,"#C52B2F","#5E9AC4"
"975",NA,NA,62459,NA,"sama1302",NA,1024,16,2,5.19,119.97,"#5E9AC4",NA,"#F6C3C3","#88C1CA"
"976",NA,NA,62461,NA,"imer1247",NA,16,8192,8,41.65,44.12,"#F6C3C3",NA,"#C52B2F","#C52B2F"
"977","Ci9","xd585",62462,"Svan","svan1243",NA,8192,8192,1024,42.94,42.7,"#C52B2F",NA,"#C52B2F","#5E9AC4"
"978",NA,NA,62463,NA,"guri1246",NA,8192,8192,8192,41.96,42.13,"#C52B2F",NA,"#C52B2F",NA
"979","Ci8","xd584",62464,"Georgians","imer1248",NA,128,16,2,42.18,42.95,"#88C1CA",NA,"#F6C3C3","#88C1CA"
"980",NA,NA,62466,NA,"stan1323",NA,16,16,2,33.89,35.48,"#F6C3C3",NA,"#F6C3C3","#88C1CA"
"981",NA,NA,62469,NA,"nort2641",NA,128,16,2,36.56,44.34,"#88C1CA",NA,"#F6C3C3","#88C1CA"
"982",NA,NA,62470,NA,"sout3302",NA,8192,8192,2,34.45,-85.9,"#C52B2F",NA,"#C52B2F","#88C1CA"
"983",NA,NA,62481,NA,"newy1234",NA,128,8192,1024,40.71,-74.01,"#88C1CA",NA,"#C52B2F","#5E9AC4"
"984",NA,NA,62482,NA,"sout3300",NA,8192,16,2,35.04,-85.32,"#C52B2F",NA,"#F6C3C3","#88C1CA"
"985",NA,NA,62483,NA,"sout3300",NA,1024,16,2,34.51,-89.94,"#5E9AC4",NA,"#F6C3C3","#88C1CA"
"986",NA,NA,62484,NA,"sout3302",NA,128,8192,64,30.2,-93.19,"#88C1CA",NA,"#C52B2F","#F1635B"
"987","Cj6","xd592",62488,"Jordanians","sout3123",NA,128,16,2,31.5,34.46,"#88C1CA",NA,"#F6C3C3","#88C1CA"
"988",NA,NA,62489,NA,"",NA,8192,8192,8,NA,NA,"#C52B2F",NA,"#C52B2F","#C52B2F"
"989",NA,NA,62490,NA,"shan1293",NA,128,16,2,31.2,121.44,"#88C1CA",NA,"#F6C3C3","#88C1CA"
"990",NA,NA,62491,NA,"ganc1239",NA,1024,1024,2,28.01,116.68,"#5E9AC4",NA,"#5E9AC4","#88C1CA"
"991",NA,NA,62492,NA,"jing1262",NA,16,128,2,31.34,118.43,"#F6C3C3",NA,"#88C1CA","#88C1CA"
"992",NA,NA,62493,NA,"corn1251",NA,8192,16,2,50.42,-4.72,"#C52B2F",NA,"#F6C3C3","#88C1CA"
"993",NA,NA,62494,NA,"sout2616",NA,1024,8192,256,38.71,16.12,"#5E9AC4",NA,"#C52B2F","#F6C3C3"
"994",NA,NA,62495,NA,"cent1963",NA,16,16,2,37.36,13.85,"#F6C3C3",NA,"#F6C3C3","#88C1CA"
"995",NA,NA,62496,NA,"cent1963",NA,1024,16,2,37.6,14.39,"#5E9AC4",NA,"#F6C3C3","#88C1CA"
"996",NA,NA,62497,NA,"west2346",NA,128,16,2,38.02,12.53,"#88C1CA",NA,"#F6C3C3","#88C1CA"
"NA.15",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NA.16",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"999",NA,NA,62500,NA,"",NA,1024,8192,256,20.66,-103.35,"#5E9AC4",NA,"#C52B2F","#F6C3C3"
"1000",NA,NA,62501,NA,"mich1246",NA,1024,16,2,19.08,-102.35,"#5E9AC4",NA,"#F6C3C3","#88C1CA"
"1001",NA,NA,62502,NA,"",NA,8192,8192,256,20.09,-98.76,"#C52B2F",NA,"#C52B2F","#F6C3C3"
"NA.17",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1003","Nj11","xd1297",62504,"Huastec","huas1242",NA,8192,16,2,22,-99.01,"#C52B2F",NA,"#F6C3C3","#88C1CA"
"1004",NA,NA,62506,NA,"less1242",NA,8192,128,2,14.72,-61.11,"#C52B2F",NA,"#88C1CA","#88C1CA"
"1005",NA,NA,62507,NA,"west2920",NA,1024,16,2,44.62,-91.93,"#5E9AC4",NA,"#F6C3C3","#88C1CA"
"1006",NA,NA,62515,NA,NA,NA,8192,8192,256,NA,NA,"#C52B2F",NA,"#C52B2F","#F6C3C3"
"1007",NA,NA,62518,NA,"kulo1237",NA,8192,128,2,24.25,120.72,"#C52B2F",NA,"#88C1CA","#88C1CA"
"1008",NA,NA,62519,NA,"nucl1578",NA,8192,128,2,22.99,120.22,"#C52B2F",NA,"#88C1CA","#88C1CA"
"1009",NA,NA,62520,NA,"maka1313",NA,128,128,2,22.55,120.54,"#88C1CA",NA,"#88C1CA","#88C1CA"
"1010",NA,NA,62521,NA,"taiv1237",NA,16,1024,2,23.11,120.46,"#F6C3C3",NA,"#5E9AC4","#88C1CA"
"1011",NA,NA,62522,NA,"meri1242",NA,1024,8192,2,40.73,-74.17,"#5E9AC4",NA,"#C52B2F","#88C1CA"
"1012",NA,NA,62523,NA,"napo1241",NA,1024,128,2,40.72,-74,"#5E9AC4",NA,"#88C1CA","#88C1CA"
"1013",NA,NA,62524,NA,"sard1257",NA,128,16,2,40.81,-73.16,"#88C1CA",NA,"#F6C3C3","#88C1CA"
"1014","Nd2","xd1152",62526,"Southern Ute","utee1244","1",128,16,2,38.28,-109.01,"#88C1CA","#5E9AC4","#F6C3C3","#88C1CA"
"1015","Nd49","xd1184",62526,"Antarianunts","utee1244","1",128,16,2,38.28,-109.01,"#88C1CA","#5E9AC4","#F6C3C3","#88C1CA"
"1016","Nd50","xd1186",62526,"Panguitch","utee1244","1",128,16,2,38.28,-109.01,"#88C1CA","#5E9AC4","#F6C3C3","#88C1CA"
"1017","Nd57","xd1193",62526,"Pahvant","utee1244","1",128,16,2,38.28,-109.01,"#88C1CA","#5E9AC4","#F6C3C3","#88C1CA"
"1018","Nd58","xd1194",62526,"Uintah Ute","utee1244","1",128,16,2,38.28,-109.01,"#88C1CA","#5E9AC4","#F6C3C3","#88C1CA"
"1019","Nd59","xd1195",62526,"Moanunts","utee1244","1",128,16,2,38.28,-109.01,"#88C1CA","#5E9AC4","#F6C3C3","#88C1CA"
"1020","Nd60","xd1197",62526,"Moache","utee1244","1",128,16,2,38.28,-109.01,"#88C1CA","#5E9AC4","#F6C3C3","#88C1CA"
"1021","Nd61","xd1198",62526,"Taviwatsiu","utee1244","1",128,16,2,38.28,-109.01,"#88C1CA","#5E9AC4","#F6C3C3","#88C1CA"
"1022","Nd62","xd1199",62526,"Uncompahgre Ute","utee1244","1",128,16,2,38.28,-109.01,"#88C1CA","#5E9AC4","#F6C3C3","#88C1CA"
"1023","Cb26","xd476",62527,"Zazzagawa Hausa","araw1280","5",128,16,2,11.15,8.78,"#88C1CA","#C52B2F","#F6C3C3","#88C1CA"
"1024","Cb25","xd475",62528,"Tazarawa","haus1257","4",16,8192,64,11.15,8.78,"#F6C3C3","#F1635B","#C52B2F","#F1635B"
"1025",NA,NA,62553,NA,"ligu1248",NA,1024,8192,8192,44.88,8.03,"#5E9AC4",NA,"#C52B2F",NA
