"","soc_id","EA_code","line_7","line_10","line_21","line_23","line_37","Society_latitude","Society_longitude","GlottoID","FamilyLevGlottocode","Region","Division","X.x","subsistence","X.y","class","caste","slavery","class_scaled","caste_scaled","slavery_scaled","SocialLayering_additive","EA031","EA033","xd_id","pref_name_for_society","glottocode","ORIG_name_and_ID_in_this_dataset","alt_names_by_society","main_focal_year","HRAF_name_ID","HRAF_link","origLat","origLong","Lat","Long","Comment","glottocode_comment","std_subsistence","std_caste","std_slavery","std_class","std_EA033","std_EA031","musical_pc1","social_pc1"
"73",13388,"Ad3",0.25,0.5,0.75,0,0.25,-3.34,37.34,"moch1256","atla1278","Africa","East Africa",NA,NA,98,2,0,0,0.5,0,0,0.5,5,2,"xd98","Chagga","moch1256","Chagga (Ad3)","Dschagga, Wachagga",1910,"Chagga (FN04)","http://ehrafworldcultures.yale.edu/collection?owc=FN04",-3,37,-3,37,"Original","",NA,0,0,0.5,0.4,0.625,NA,NA
"74",13399,"Eb7",0,1,NA,1,0,46.86,103.85,"peri1253","mong1329","Central Asia","E Central Asia",367,5,598,2,0,1,0.5,0,0.5,1,3,3,"xd615","Chahar","peri1253","Chahar (Eb7)","",1930,"","",41,115,41,115,"Original","",0.625,0,0.5,0.5,0.6,0.375,NA,NA
"75",13476,"Ci7",0.25,0.25,0.5,0.5,0.75,43.41,45.71,"chec1245","nakh1245","Western Asia","Caucasus",341,7,566,NA,NA,NA,NA,NA,NA,NA,NA,NA,"xd583","Chechen","chec1245","Chechen (Ci7)","",1900,"","",43,46,43,46,"Original","",0.875,NA,NA,NA,NA,NA,NA,NA
"76",13520,"Ch4",0,0,0.75,0,0.75,56.29,49.83,"east2328","ural1272","Europe","Russia",327,7,551,3,0,0,0.75,0,0,0.75,5,2,"xd568","Mari","east2328","Cheremis (Ch4)","Cheremis",1900,"","",43,46,43,46,"Original","",0.875,0,0,0.75,0.4,0.625,0.188452941528421,0.495339125669587
"77",13553,"Ne5",0,0.5,0.75,0.5,0.25,45.53,-106.66,"chey1247","algi1248","North America","United States",761,2,1072,0,0,0,0,0,0,0,NA,2,"xd1224","Cheyenne","chey1247","Cheyenne (Ne5)","",1860,"","",39,-104,39,-104,"Original","",0.25,0,0,0,0.4,NA,NA,NA
"78",13665,"Ed15b",0,1,0.75,0.75,0,30.27,120.15,"wuch1236","sino1245","East Asia","China",NA,NA,616,4,0,0,1,0,0,1,8,5,"xd643","Chekiang","wuch1236","Chekiang (Ed15b)","Chinese",1936,"","",31,120,31,120,"Original","",NA,0,0,1,1,1,NA,NA
"79",13718,"Na36",0,0.25,0.5,0.25,0.5,48.02,-94.91,"chip1241","algi1248","North America","United States",590,2,900,0,0,0,0,0,0,0,2,1,"xd1052","Minnesota Ojibwa","redl1238","Chippewa (Na36)","Minnesota Chippewa, Chippewa, Ojibwe, Ojibwa, Ojibway",1860,"Ojibwa (NG06)","http://ehrafworldcultures.yale.edu/collection?owc=NG06",49,-96,49,-96,"Original","",0.25,0,0,0,0.2,0.25,0.250922595989989,-1.03148098426866
"80",13773,"Ng12",0,0.75,0.5,0,0.25,33.91,-94.82,"choc1276","musk1252","North America","United States",NA,NA,1094,0,0,0,0,0,0,0,NA,2,"xd1247","Choctaw","choc1276","Choctaw (Ng12)","",1760,"","",33,-88,33,-88,"Original","",NA,0,0,0,0.4,NA,NA,NA
"81",13784,"Ig12",0,0.25,0.75,0.25,0,-6.83,156.66,"vagh1249","aust1307","Oceania","Melanesia",533,3,817,1,0,2,0.25,0,1,1.25,NA,1,"xd844","Choiseulese","vagh1249","Choiseulese (Ig12)","",1900,"","",-6,156,-6.69,156.52,"Revised","",0.375,0,1,0.25,0.2,NA,NA,NA
"82",13795,"Ac12",1,0.5,0.5,0,0.25,-9.66,21.41,"chok1245","atla1278","Africa","Central Africa",NA,NA,36,2,0,2,0.5,0,1,1.5,NA,3,"xd36","Chokwe","chok1245","Chokwe (Ac12)","Badjok, Kioko, Tsokwe",1920,"","",-10,21,-10,21,"Original","",NA,0,1,0.5,0.6,NA,NA,NA
"83",13806,"Ab22",1,0.25,0.5,0,0.25,-24.83,34.11,"chop1243","atla1278","Africa","Southern Africa",NA,NA,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,"xd25","Chopi","copi1238","Chopi (Ab22)","Vachopi",1920,"","",-25,35,-24.76,34.47,"Revised","",NA,NA,NA,NA,NA,NA,NA,NA
"84",13883,"ch14",0,0.25,0.5,0,0.75,55.49,47.16,"chuv1255","turk1311","Europe","Russia",867,7,1267,1,0,0,0.25,0,0,0.25,4,5,"xd551","Chuvash","chuv1255","Chuvash (ch14)","Chavash, Chuvashy",1908,"","",57,53,57,53,"Original","",0.875,0,0,0.25,1,0.5,0.354037238203362,0.621579942846161
"85",13993,"Ne3",0.25,0.5,0.75,0.25,0.5,34.57,-98.42,"coma1245","utoa1244","North America","United States",759,2,1070,0,0,1,0,0,0.5,0.5,NA,1,"xd1222","Comanche","coma1245","Comanche (Ne3)","",1870,"Comanche (NO06)","http://ehrafworldcultures.yale.edu/collection?owc=NO06",33,-100,33,-100,"Original","",0.25,0,0.5,0,0.2,NA,NA,NA
"86",14026,"Se9",0,0.75,0.75,0.25,0.5,-7.17,-74.82,"ship1254","pano1259","South America","N W South America",833,2,1220,0,0,2,0,0,1,1,1,1,"xd1373","Shipibo-Conibo","ship1254","Conibo (Se9)","Conibo",1920,"","",-9,-74,-9,-74,"Original","",0.25,0,1,0,0.2,0.125,-0.681317759394797,-1.03405822145935
"87",14037,"Ij1",1,0.25,0.5,0,0.75,-21.24,-159.74,"raro1241","aust1307","Oceania","Polynesia",NA,NA,862,2,0,0,0.5,0,0,0.5,NA,2,"xd889","Mangaians","raro1241","Mangaians (Ij1)","",1820,"","",-22,-158,-21.93,-157.91,"Revised","",NA,0,0,0.5,0.4,NA,NA,NA
"88",14070,"Na3",0,0.75,0.75,0.25,0.25,70.45,-106.42,"west2618","eski1264","North America","Canada",583,2,893,0,0,0,0,0,0,0,1,1,"xd1022","Copper Inuit","copp1244","Copper Eskimo (Na3)","Kitlinermiut, Copper Eskimo",1920,"Copper Eskimo (ND08)","http://ehrafworldcultures.yale.edu/collection?owc=ND08",69,-110,69,-110,"Original","",0.25,0,0,0,0.2,0.125,-1.02493865007793,-1.13065324170372
"89",14125,"Ne19",0.25,0.75,0.75,0.5,0.25,51.24,-110.46,"plai1258","algi1248","North America","Canada",755,2,1066,0,0,0,0,0,0,0,NA,1,"xd1218","Plains Cree","plai1258","Plains Cree (Ne19)","",1850,"","",45,-94,45,-94,"Original","",0.25,0,0,0,0.2,NA,NA,NA
"90",14136,"Ng3",0.5,0.75,0.75,0.25,0.5,35.63,-95.96,"cree1270","musk1252","North America","United States",NA,NA,1099,0,0,0,0,0,0,0,5,3,"xd1252","Muscogee","cree1270","Creek (Ng3)","Creek, Taskigi Creek",1750,"Creek (NN11)","http://ehrafworldcultures.yale.edu/collection?owc=NN11",33,-84,33,-84,"Original","",NA,0,0,0,0.6,0.625,NA,NA
"91",14158,"EF04",0,0.5,0.25,0.75,0.5,46.03,16.22,"croa1245","indo1319","Europe","Southeast Europe/ Balkans",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"92",14180,"SX01",1,0,0.5,0.25,0.5,23.13,-82.36,"cuba1237","indo1319","Central America","N Caribbean",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"93",14235,"Sa1",0,0.5,0.5,0.25,0.5,8.7,-78.26,"sanb1242","chib1249","Central America","Central American Mainland",796,3,1156,1,0,1,0.25,0,0.5,0.75,2,2,"xd1309","Guna","sanb1242","Cuna (Sa1)","Dule, Tule, Cuna, Kuna",1940,"Cuna (SB05)","http://ehrafworldcultures.yale.edu/collection?owc=SB05",9,-78,9,-78,"Original","Note 22July2021: Glottocode changed by KK to sanb1242 from bord1248",0.375,0,0.5,0.25,0.4,0.25,-0.00462942357995941,-0.52451589945955
"94",14378,"Ie38",0,0.5,0.5,0,0.25,-3.77,138.22,"midg1235","nucl1709","Oceania","Melanesia",512,3,789,0,0,0,0,0,0,0,4,2,"xd816","Dani","midg1235","Dani (Ie38)","",1960,"","",-4,139,-4,139,"Original","",0.375,0,0,0,0.4,0.5,-0.588756562732852,-0.538072559637183
"95",14422,"Ng6",0.5,0.75,0.75,0.5,0.5,40.91,-76.38,"unam1242","algi1248","North America","United States",NA,NA,1102,0,0,0,0,0,0,0,4,1,"xd1255","Delaware","unam1242","Delaware (Ng6)","Lenape",1700,"Delaware (NM07)","http://ehrafworldcultures.yale.edu/collection?owc=NM07",41,-75,41,-75,"Original","Note 8Feb2018: Changed based on note from HH: Pidgin Delaware was not the mother tongue of the Lenape. The mother tongue was Unami [unm].",NA,0,0,0,0.2,0.5,NA,NA
"96",14521,"Nc6",0.25,0.5,0.5,0,0.25,32.61,-117.03,"kumi1248","coch1271","North America","United States",675,1,985,0,0,0,0,0,0,0,3,1,"xd1137","Kumeyaay","kumi1248","Diegueno (Nc6)","Diegueño, Diegueno",1850,"","",32,-116,32,-116,"Original","Note, previously tipa1240 but changed by non-KK DPLACE editor in early 2016 (before 8April2016)",0.125,0,0,0,0.2,0.375,-0.495954396039497,-1.04316583510733
"97",14576,"Aj11",0,0.75,0.75,0,0.75,7.02,31.29,"sout2832","nilo1247","Africa","East Africa",NA,NA,386,0,0,2,0,0,1,1,NA,2,"xd386","Dinka","sout2832","Dinka (Aj11)","Denkawi",1900,"","",9,29,9,29,"Original","Note 8Feb2018: Glottocode left as sout2832, as most of the refs seem to refer to [dik]. Users should be aware that ethnographies relating to different Dinka languages are all listed as sources here, hopefully those not focused on the target group help provide context etc.",NA,0,1,0,0.4,NA,NA,NA
"98",14664,"Ig5",0,0.5,0.75,0,0.25,-9.57,150.67,"dobu1241","aust1307","Oceania","Melanesia",540,6,830,0,0,0,0,0,0,0,NA,1,"xd857","Dobuans","dobu1241","Dobuans (Ig5)","",1920,"","",-10,151,-10,151,"Original","",0.75,0,0,0,0.2,NA,NA,NA
"99",14675,"Ag3",0.5,0.75,0.5,0,0.75,14.35,-3.61,"bank1259","dogo1299","Africa","West Africa",132,4,266,1,1,1,0.25,0.333333333333333,0.5,1.08333333333333,3,2,"xd266","Dogon","bank1259","Dogon (Ag3)","Dagom, Habbe, Kado, Tombo",1930,"Dogon (FA16)","http://ehrafworldcultures.yale.edu/collection?owc=FA16",15,-3,15,-3,"Original","",0.5,0.333333333333333,0.5,0.25,0.4,0.375,0.0285375324501758,-0.111046026463064
"100",14694,"Ca28",1,0.75,1,0,0.25,6.46,36.58,"bask1236","gong1255","Africa","East Africa",236,4,435,2,1,NA,0.5,0.333333333333333,NA,NA,NA,2,"xd435","Basketo","bask1236","Basketo (Ca28)","",1950,"","",6,37,6,37,"Original","",0.5,0.333333333333333,NA,0.5,0.4,NA,NA,NA
"101",14774,"Ca41",0,0.75,1,0,0.25,6.25,37.56,"dorz1235","gong1255","Africa","East Africa",251,4,450,1,1,1,0.25,0.333333333333333,0.5,1.08333333333333,NA,3,"xd450","Dorse","dorz1235","Dorse (Ca41)","Dorze",1950,"","",6,38,6,38,"Original","",0.5,0.333333333333333,0.5,0.25,0.6,NA,NA,NA
"102",14785,"Cj8",0.75,0,0.25,0.5,0.75,32.92,35.68,"nort3139","afro1255","Western Asia","Middle East",349,7,577,0,0,2,0,0,1,1,5,2,"xd594","Druze","sunn1238","Druze (Cj8)","",1930,"","",33,35,32.77,35.03,"Revised","",0.875,0,1,0,0.4,0.625,1.79014457103778,0.101123151137222
"103",14840,"Ib5",0,0,0.75,0.25,0.25,5.25,116.38,"cent2100","aust1307","Southeast Asia","Island S E Asia",460,4,727,1,0,0,0.25,0,0,0.25,4,1,"xd754","Kadazan-Dusun","cent2100","Dusun (Ib5)","Dusun",1920,"","",6,117,6,117,"Original","",0.5,0,0,0.25,0.2,0.5,-0.258282591368086,-0.447818587925462
"104",14851,"Cg1",0,0.25,0.5,0,0.5,52.13,5.29,"dutc1256","indo1319","Europe","Western Europe",320,7,541,4,0,0,1,0,0,1,8,4,"xd541","Dutch","dutc1256","Dutch (Cg1)","",1950,"","",53,7,53,7,"Original","",0.875,0,0,1,0.8,1,0.0104163475202289,1.32487316587557
"105",14994,"Cd2",1,0.25,0.25,0.75,0.75,31.11,30.53,"egyp1253","afro1255","Western Asia","Berber & Semitic North Africa",300,8,518,4,3,1,1,1,0.5,2.5,8,4,"xd518","Egyptians","egyp1253","Egyptians (Cd2)","Fellahin, Fellaheen",1950,"Fellahin (MR13)","http://ehrafworldcultures.yale.edu/collection?owc=MR13",25,33,25,33,"Original","",1,1,0.5,1,0.8,1,1.86790096663095,2.09434930613453
"106",15027,"Ae20",1,0.75,0.75,0,0.5,-0.73,18.03,"mong1338","atla1278","Africa","Central Africa",NA,NA,139,1,2,2,0.25,0.666666666666667,1,1.91666666666667,NA,2,"xd139","Ekonda","ekon1238","Ekonda (Ae20)","",1940,"","",-2,18,-2,18,"Original","",NA,0.666666666666667,1,0.25,0.4,NA,NA,NA
"107",15148,"Ec3",0.25,0.75,0.75,0,0.25,62.18,175.07,"chuk1273","chuk1271","North Eurasia","E North Eurasia",NA,NA,604,1,0,1,0.25,0,0.5,0.75,1,1,"xd631","Chukchi","chuk1273","Chukchee (Ec3)","lygoravetlyan, Ankalyn, Chavchu, Chukchee",1900,"Chukchee (RY02)","http://ehrafworldcultures.yale.edu/collection?owc=RY02",66,177,66,177,"Original","",NA,0,0.5,0.25,0.2,0.125,NA,NA
"108",15181,"ch16",0,0.5,0.5,0.25,0.75,58.59,25.01,"esto1258","ural1272","Europe","Northern Europe",869,7,1269,4,0,0,1,0,0,1,8,5,"xd553","Estonians","esto1258","Estonians (ch16)","Eestlased, Maarahvas, Hiumaases, Saaremaased, Setu, Estontsy, Chud",1908,"","",59,26,59,26,"Original","",0.875,0,0,1,1,1,0.338991467103174,1.50907996736317
"109",15280,"Af42",1,0.75,0.75,0,0.25,5.13,-1.27,"akan1250","atla1278","Africa","West Africa",NA,NA,222,2,0,1,0.5,0,0.5,1,NA,2,"xd222","Fante","fant1241","Fanti (Af42)","Fanti",1900,"Twi (FE12)","http://ehrafworldcultures.yale.edu/collection?owc=FE12",6,-1,6,-1,"Original","",NA,0,0.5,0.5,0.4,NA,NA,NA
"110",15302,"Ih8",0.5,0.5,0.5,0,0.5,-18.09,178.45,"fiji1243","aust1307","Oceania","Melanesia",550,6,847,0,0,0,0,0,0,0,2,2,"xd874","Vanua Levu","nort2843","Vanua Levu (Ih8)","",1940,"","",-17,179,-17.81,178.32,"Revised","",0.75,0,0,0,0.4,0.25,-0.0595313386630093,-0.403845749686094
"111",15368,"Nd12",0,0.75,0.75,0,0.25,46.25,-114.16,"kali1308","sali1255","North America","United States",682,2,992,0,0,2,0,0,1,1,NA,2,"xd1144","Bitterroot Salish","kali1309","Flathead (Nd12)","Salish, Flathead",1860,"Southeast (NR19)","in process",46,-113,46,-113,"Original","",0.25,0,1,0,0.4,NA,NA,NA
"112",15390,"Af1",0,0.5,0.75,0,0.25,7.15,1.66,"fonn1241","atla1278","Africa","West Africa",NA,NA,186,2,0,2,0.5,0,1,1.5,7,4,"xd186","Fon","fonn1241","Fon (Af1)","Dahomey, Dahomeans",1890,"Fon (FA18)","http://ehrafworldcultures.yale.edu/collection?owc=FA18",7,2,7,2,"Original","",NA,0,1,0.5,0.8,0.875,NA,NA
"113",15401,"Ie31",0,0.5,0.5,0,0.25,-6.52,145.62,"fore1270","nucl1709","Oceania","Melanesia",506,3,782,1,0,0,0.25,0,0,0.25,3,1,"xd809","Fore","fore1270","Fore (Ie31)","",1950,"","",-6,145,-6,145,"Original","",0.375,0,0,0.25,0.2,0.375,-0.588756562732852,-0.65784795363427
"114",15412,"Ae30",1,0.5,0.75,0,0.5,1.17,28.76,"bila1255","atla1278","Africa","Central Africa",NA,NA,150,0,2,0,0,0.666666666666667,0,0.666666666666667,3,1,"xd150","Bira","bila1255","Bira (Ae30)","Babeyru, Babira, Babila, Wabira",1920,"","",1,29,1,29,"Original","",NA,0.666666666666667,0,0,0.2,0.375,NA,NA
"115",15489,"Cf5",0,0,0.5,0,0.5,47.1,-71.05,"queb1247","indo1319","North America","Canada",319,7,540,4,0,0,1,0,0,1,8,4,"xd540","French Canadians","queb1247","French Canadians (Cf5)","",1930,"","",47,-72,47,-72,"Original","stan1290 replaced with queb1247 in Oct 2017 because it is a better match",0.875,0,0,1,0.8,1,0.265968367090177,1.32487316587557
"116",15500,"Ce4",0,1,0.5,0,0.5,43.4,-1.53,"basq1248","ISOLATE_basq1248","Europe","Southern Europe",311,7,531,4,0,0,1,0,0,1,NA,NA,"xd531","French Basques","labo1236","Basques (Ce4)","Euskaldunak, Basques, French Basques",1930,"Basques (EX08)","http://ehrafworldcultures.yale.edu/collection?owc=EX08",43,-1,43,-1,"Original","",0.875,0,0,1,NA,NA,NA,NA
"117",15544,"Cb24",0,0.75,1,0.25,0.25,15.09,8.43,"nige1253","atla1278","Africa","Central Africa",272,5,474,0,0,NA,0,0,NA,NA,2,2,"xd474","Wodaabe Fulani","boro1274","Wodaabe Fulani (Cb24)","Pastoral Fulani, Wodaabe",1950,"","",12,12,12,12,"Original","",0.625,0,NA,0,0.4,0.25,NA,NA
"118",15566,"Cb17",0.25,0.5,0.5,0.5,0.25,12.05,23.64,"furr1244","fura1235","Africa","Northern Africa",264,4,466,2,1,1,0.5,0.333333333333333,0.5,1.33333333333333,NA,4,"xd466","Fur","furr1244","Fur (Cb17)","Darfur",1880,"","",12,24,12,24,"Original","",0.5,0.333333333333333,0.5,0.5,0.8,NA,NA,NA
"119",15577,"Ae9",0.5,0.75,0.75,0,0.25,6.14,10.12,"bafu1246","atla1278","Africa","Central Africa",NA,NA,185,2,0,1,0.5,0,0.5,1,NA,2,"xd185","Fut","bafu1246","Fut (Ae9)","Bafut, Fu",1950,"","",6,10,6,10,"Original","",NA,0,0.5,0.5,0.4,NA,NA,NA
"120",15610,"Ie25",0,0.5,0.75,0.5,0.5,-8.82,146.53,"fuyu1242","goil1242","Oceania","Melanesia",499,3,775,1,0,0,0.25,0,0,0.25,NA,1,"xd802","Mafulu","fuyu1242","Mafulu (Ie25)","",1920,"","",-8,147,-8,147,"Original","",0.375,0,0,0.25,0.2,NA,NA,NA
"121",15709,"Ei1",1,0.25,0.5,0,0.75,24.98,92.01,"garo1247","sino1245","South Asia","India/ Bangladesh",414,4,669,1,0,1,0.25,0,0.5,0.75,3,2,"xd696","Garo","garo1247","Garo (Ei1)","A.Chik",1900,"Garo (AR05)","http://ehrafworldcultures.yale.edu/collection?owc=AR05",26,91,26,91,"Original","",0.5,0,0.5,0.25,0.4,0.375,0.725245904976782,-0.314486533750742
"122",15797,"Ci8",0,0.25,0.5,0.5,0.5,41.82,45.65,"kaxe1238","kart1248","Western Asia","Caucasus",342,8,567,2,NA,2,0.5,NA,1,NA,8,3,"xd584","Georgians","imer1248","Georgians (Ci8)","Kartvelebi, Grusians, Kartveli",1850,"Georgia (RI01)","in process",42,45,42,45,"Original","",1,NA,1,0.5,0.6,1,NA,NA
"123",15896,"If14",0,0.25,0.5,0,0.75,0.64,173.22,"gilb1244","aust1307","Oceania","Micronesia",NA,NA,802,2,0,0,0.5,0,0,0.5,4,2,"xd829","Makin","bana1287","Makin (If14)","Gilbertese",1890,"","",3,173,3.38,172.99,"Revised","",NA,0,0,0.5,0.4,0.5,NA,NA
"124",15907,"Ec1",0,0.25,0.5,0.25,0.5,52.59,140.68,"gily1242","ISOLATE_gily1242","North Eurasia","E North Eurasia",368,2,600,0,0,0,0,0,0,0,2,1,"xd617","Nivkh","gily1242","Gilyak (Ec1)","Gilyak",1920,"Nivkh (RX02)","http://ehrafworldcultures.yale.edu/collection?owc=RX02",53,142,53,142,"Original","",0.25,0,0,0,0.2,0.25,0.250922595989989,-1.03148098426866
"125",15929,"Af50",1,0.75,1,0,0.25,7.23,-8.25,"dann1241","mand1469","Africa","West Africa",NA,NA,231,NA,0,1,NA,0,0.5,NA,NA,2,"xd231","Dan","dann1241","Dan (Af50)","",1920,"","",8,8,8,-8,"Original","",NA,0,0.5,NA,0.4,NA,NA,NA
"126",15973,"Sb6",0,0.5,0.5,0,0.25,10.23,-71.81,"wayu1243","araw1281","South America","N South America",808,5,1178,1,0,2,0.25,0,1,1.25,1,1,"xd1331","Wayuu","wayu1243","Goajiro (Sb6)","Goajiro",1940,"Goajiro (SC13)","http://ehrafworldcultures.yale.edu/collection?owc=SC13",12,-72,12,-72,"Original","",0.625,0,1,0.25,0.2,0.125,-0.588756562732852,-0.537883231712548
"127",15995,"Ad24",1,0.75,0.75,0,0.25,-6.36,35.48,"gogo1263","atla1278","Africa","East Africa",42,4,92,2,0,2,0.5,0,1,1.5,5,2,"xd92","Gogo","gogo1263","Gogo (Ad24)","Wagogo",1910,"","",-7,36,-7,36,"Original","",0.5,0,1,0.5,0.4,0.625,-0.89423623177427,0.0957591561671583
"128",16028,"Eg3",0,0.75,0.5,0,0.25,20.11,80.28,"mari1414","drav1251","South Asia","India",NA,NA,652,1,3,0,0.25,1,0,1.25,2,2,"xd679","Madia","mari1414","Maria Gond (Eg3)","Maria Gond, Gond",1938,"Gond (AW32)","http://ehrafworldcultures.yale.edu/collection?owc=AW32",19,81,19,81,"Original","Note 8Feb2018: Changed based on note by HH: Unclear why this is attributed to Dandami Maria rather than Maria [mrr]. Focus according to White SCCS pinpointing sheets: ""Hill Maria Gond of Antagarh and northern Kutru Districts, Bastar State.""",NA,1,0,0.25,0.4,0.25,NA,NA
"129",16083,"Ce7",0.75,0,0.25,1,0.75,39.51,20.91,"mode1248","indo1319","Europe","Southern Europe",314,7,534,4,0,0,1,0,0,1,8,4,"xd534","Greeks","mode1248","Greeks (Ce7)","Hellenes",1950,"Greece (EH01)","http://ehrafworldcultures.yale.edu/collection?owc=EH01",39,23,39,23,"Original","",0.875,0,0,1,0.8,1,2.2711570679773,1.32487316587557
"130",16127,"Na24",0.25,0.75,0.75,0,0.25,65.66,-37.29,"tunu1234","eski1264","North America","Greenland",577,2,887,0,0,0,0,0,0,0,1,1,"xd1040","Tasiilaq","tunu1234","Angmagsalik (Na24)","Angmagsalik (East Greenland), Ammassalik, East Greenland Eskimo, Polar Eskimo",1880,"","",66,-37,66,-37,"Original","Note 8Feb2018: Changed based on note from HH: East Greenlandic is Tunumiisiut [tunu1234] in Glottolog.",0.25,0,0,0,0.2,0.125,-1.17264273185433,-1.13065324170372
"131",16193,"Sc4",0,0.75,0.75,0.25,0.25,5.82,-68.98,"guah1255","guah1252","South America","N South America",NA,NA,1194,0,0,0,0,0,0,0,2,1,"xd1347","Guahibo","guah1255","Guahibo (Sc4)","",1950,"","",5,-69,5,-69,"Original","",NA,0,0,0,0.2,0.25,NA,NA
"132",16402,"Ad29",0.5,0.25,0.75,0,0.25,-6.13,39.33,"ungu1238","atla1278","Africa","East Africa",46,4,97,2,NA,1,0.5,NA,0.5,NA,NA,4,"xd97","Hadimu","pemb1239","Hadimu (Ad29)","Wahadimu",1930,"","",-6,40,-6.07,39.43,"Revised","",0.5,NA,0.5,0.5,0.8,NA,NA,NA
"133",16424,"Nb1",0.5,0.75,0.75,0.25,0.25,53.48,-132.33,"nort2938","haid1248","North America","Canada",606,2,916,2,0,1,0.5,0,0.5,1,NA,1,"xd1068","Haida","nort2938","Haida (Nb1)","",1890,"","",54,-132,54,-132,"Original","",0.25,0,0.5,0.5,0.2,NA,NA,NA
"134",16446,"Sb9",1,0.5,0.5,0,0.5,18.97,-72.28,"hait1244","indo1319","Central America","N Caribbean",810,4,1181,4,0,1,1,0,0.5,1.5,8,4,"xd1334","Haitians","hait1244","Haitians (Sb9)","",1930,"Haitians (SV03)","http://ehrafworldcultures.yale.edu/collection?owc=SV03",18,-72,18.41,-72.17,"Revised","",0.5,0,0.5,1,0.8,1,0.126072994723701,1.04059935117653
"135",16473,"ON06x",0,1,0.75,0,0,-5.27,154.66,"hali1244","aust1307","Oceania","Melanesia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"136",16479,"Ca21",1,1,0.5,0.25,0,5.07,36.52,"hame1242","sout2845","Africa","East Africa",NA,NA,428,0,1,NA,0,0.333333333333333,NA,NA,NA,2,"xd428","Hamar","hame1242","Hammar (Ca21)","Hammar, Amar, Amarcocche, Hamarkoke",1950,"","",5,36,5,36,"Original","",NA,0.333333333333333,NA,0,0.4,NA,NA,NA
"137",16545,"Ia5",0,0,0.25,0.5,1,12.42,121.22,"hanu1241","aust1307","Southeast Asia","Island S E Asia",452,4,718,0,0,0,0,0,0,0,3,1,"xd745","Hanunoo","hanu1241","Hanunoo (Ia5)","",1950,"","",13,121,13,121,"Original","",0.5,0,0,0,0.2,0.375,1.85535896164085,-0.710594510286109
"138",16578,"Aa9",0.5,1,0.75,0,0.25,-3.83,35.05,"hadz1240","ISOLATE_hadz1240","Africa","East Africa",8,1,9,0,0,0,0,0,0,0,1,1,"xd9","Hadza","hadz1240","Hatsa Kindiga (Aa9)","Hadzabe, Hatsa Kindiga, Hadza, Kindiga",1910,"","",-3,35,-3,35,"Original","",0.125,0,0,0,0.2,0.125,-1.33539258473093,-1.24151034997747
"139",16589,"Cb9",0.5,0.25,0.75,0.5,0.25,11.15,8.78,"haus1257","afro1255","Africa","West Africa",281,4,486,2,0,1,0.5,0,0.5,1,8,3,"xd486","Hausa Kanawa","kano1249","Hausa Kanawa (Cb9)","Hausa",1940,"Hausa (MS12)","http://ehrafworldcultures.yale.edu/collection?owc=MS12",12,9,12,9,"Original","",0.5,0,0.5,0.5,0.6,1,-0.087724029081564,0.529185219837772
"140",16600,"Nd3",0.25,0.25,0.75,0.25,0.5,35.63,-113.39,"hava1248","coch1271","North America","United States",NA,NA,1011,0,0,0,0,0,0,0,3,1,"xd1163","Havasupai","hava1249","Havasupai (Nd3)","Plateau Yuma",1870,"Plateau Yumans (NT14)","http://ehrafworldcultures.yale.edu/collection?owc=NT14",36,-112,36,-112,"Original","",NA,0,0,0,0.2,0.375,NA,NA
"141",16611,"Ij6",0.25,0,0.75,0,1,19.63,-155.43,"hawa1245","aust1307","Oceania","Polynesia",NA,NA,868,2,0,1,0.5,0,0.5,1,NA,3,"xd895","Hawaiians","hawa1245","Hawaiians (Ij6)","",1800,"Hawaiians (OV05)","http://ehrafworldcultures.yale.edu/collection?owc=OV05",20,-156,19.89,-155.83,"Revised","",NA,0,0.5,0.5,0.6,NA,NA,NA
"142",16622,"Cb15",0,0.25,0.5,0.25,0.25,14.37,29.53,"tama1331","tama1329","Western Asia","Berber & Semitic North Africa",262,5,464,1,2,1,0.25,0.666666666666667,0.5,1.41666666666667,2,4,"xd464","Messiria Humr","tama1331","Messiria Humr (Cb15)","",1940,"","",11,28,11,28,"Original","Note 8Feb2018: Changed based on note from HH: This may/may not be the intended attribution. Messiria are switching towards Sudanese Arabic but their ancestral language is Tama [tma].",0.625,0.666666666666667,0.5,0.25,0.8,0.25,-0.0926982946931444,0.472492934638489
